,gender,GPA,degree,decision,probability
0,female,0.25386490971844905,master,False,0.2690093544542297
1,female,0.09487754732819226,master,False,0.2688980848347314
2,female,-0.4154718859445321,master,False,0.26896377725374515
3,male,-0.2230971774523213,bachelor,False,0.2689296572962675
4,female,1.2077890840599896,bachelor,False,0.2688792613265594
5,female,-0.06410981506206452,master,True,0.26888826460812104
6,male,-1.6539834389646322,bachelor,False,0.268962137114258
7,male,-0.38208453984257806,bachelor,True,0.268957227393944
8,female,0.25386490971844905,bachelor,True,0.26889129031515524
9,male,-0.7000592646230916,master,False,0.27101069664473243
10,female,-0.8590466270133484,bachelor,False,0.26893611356391794
11,female,0.09487754732819226,bachelor,False,0.26894465425359304
12,other,0.25386490971844905,master,False,0.27868775358361847
13,male,-0.7000592646230916,master,False,0.27101069664473243
14,male,-0.06410981506206452,bachelor,False,0.26891282922349297
15,female,-0.7000592646230916,bachelor,False,0.26893562853871994
16,male,-0.06410981506206452,bachelor,False,0.26891282922349297
17,female,-1.0180339894036052,bachelor,False,0.2689636758057866
18,male,-1.9719581637451458,bachelor,False,0.26877981515979393
19,female,-1.3360087141841188,master,False,0.2691608749625431
20,female,1.8437385336210168,phd,False,0.2997777269266044
21,male,-2.1309455261354024,bachelor,False,0.26847573626457794
22,other,-0.38208453984257806,bachelor,False,0.2689399260298694
23,female,0.25386490971844905,bachelor,False,0.26889129031515524
24,female,-0.2230971774523213,bachelor,False,0.26900377889231436
25,female,0.25386490971844905,master,True,0.2690093544542297
26,male,0.4128522721087058,master,True,0.6142939532447934
27,female,-0.2230971774523213,master,True,0.268937873459429
28,male,1.3667764464502465,bachelor,False,0.2695545475569283
29,other,-1.3360087141841188,bachelor,False,0.2693572065864562
30,other,1.68475117123076,master,True,0.27384045589502254
31,male,-0.8590466270133484,bachelor,False,0.2690119013617099
32,male,-0.38208453984257806,bachelor,True,0.268957227393944
33,female,-0.5410719022328349,bachelor,True,0.26895851521134245
34,female,1.048801721669733,bachelor,False,0.268974011463403
35,male,-0.38208453984257806,master,False,0.30430745617462335
36,male,-0.06410981506206452,bachelor,False,0.26891282922349297
37,male,-1.6539834389646322,master,True,0.2693571560085916
38,female,1.3667764464502465,master,False,0.2762530689085527
39,male,-1.0180339894036052,bachelor,True,0.2689765865812304
40,female,-1.0180339894036052,master,False,0.2689470931078105
41,female,0.4128522721087058,bachelor,False,0.2688643548540456
42,male,1.314310616861462,master,True,0.7301078129360631
43,female,-1.3360087141841188,bachelor,False,0.26899643256135564
44,female,0.25386490971844905,bachelor,False,0.26889129031515524
45,male,-0.38208453984257806,bachelor,False,0.268957227393944
46,female,0.5718396344989626,master,False,0.26914820781763754
47,female,2.4001943019869154,master,False,0.41784932886812065
48,female,0.09487754732819226,master,False,0.2688980848347314
49,female,2.0027258960112735,master,True,0.34868525412864954
50,male,0.5718396344989626,bachelor,False,0.26900120905687036
51,male,0.09487754732819226,bachelor,False,0.26891070144056634
52,other,1.2077890840599896,master,True,0.2691461934190215
53,female,1.048801721669733,master,False,0.2688533854482286
